canonical_url,query_text,colonia,tipo,recamaras_min,precio_max,stage,tier,score_realism,score_intent,score_volume,score_differentiation,score_total,founder_decision
/marketplace?colonia=polanco&recamaras_min=2&stage=entrega_inmediata,Departamentos 2 recámaras en Polanco entrega inmediata,polanco,,2,,entrega_inmediata,1,25,26,25,8,84,
/marketplace?colonia=lomas-chapultepec&recamaras_min=2&stage=entrega_inmediata,Departamentos 2 recámaras en Lomas de Chapultepec entrega inmediata,lomas-chapultepec,,2,,entrega_inmediata,1,25,26,25,8,84,
/marketplace?colonia=pedregal&recamaras_min=2&stage=entrega_inmediata,Departamentos 2 recámaras en Jardines del Pedregal entrega inmediata,pedregal,,2,,entrega_inmediata,1,25,26,25,8,84,
/marketplace?colonia=roma-norte&recamaras_min=1&stage=preventa,Departamentos 1 recámaras en Roma Norte preventa,roma-norte,,1,,preventa,2,25,28,16,15,84,
/marketplace?colonia=condesa&recamaras_min=1&stage=preventa,Departamentos 1 recámaras en Condesa preventa,condesa,,1,,preventa,2,25,28,16,15,84,
/marketplace?colonia=coyoacan-centro&recamaras_min=1&stage=preventa,Departamentos 1 recámaras en Coyoacán Centro preventa,coyoacan-centro,,1,,preventa,2,25,28,16,15,84,
/marketplace?colonia=santa-fe&recamaras_min=1&stage=preventa,Departamentos 1 recámaras en Santa Fe preventa,santa-fe,,1,,preventa,2,25,28,16,15,84,
/marketplace?colonia=napoles&recamaras_min=1&stage=preventa,Departamentos 1 recámaras en Nápoles preventa,napoles,,1,,preventa,2,25,28,16,15,84,
/marketplace?colonia=polanco&precio_max=8000000&recamaras_min=3,Departamentos 3 recámaras en Polanco hasta $8M,polanco,,3,8000000,,1,25,30,23,5,83,
/marketplace?colonia=polanco&precio_max=12000000&recamaras_min=3,Departamentos 3 recámaras en Polanco hasta $12M,polanco,,3,12000000,,1,25,30,23,5,83,
/marketplace?colonia=polanco&precio_max=15000000&recamaras_min=3,Departamentos 3 recámaras en Polanco hasta $15M,polanco,,3,15000000,,1,25,30,23,5,83,
/marketplace?colonia=polanco&precio_max=20000000&recamaras_min=3,Departamentos 3 recámaras en Polanco hasta $20M,polanco,,3,20000000,,1,25,30,23,5,83,
/marketplace?colonia=polanco&precio_max=30000000&recamaras_min=3,Departamentos 3 recámaras en Polanco hasta $30M,polanco,,3,30000000,,1,25,30,23,5,83,
/marketplace?colonia=lomas-chapultepec&precio_max=12000000&recamaras_min=3,Departamentos 3 recámaras en Lomas de Chapultepec hasta $12M,lomas-chapultepec,,3,12000000,,1,25,30,23,5,83,
/marketplace?colonia=lomas-chapultepec&precio_max=15000000&recamaras_min=3,Departamentos 3 recámaras en Lomas de Chapultepec hasta $15M,lomas-chapultepec,,3,15000000,,1,25,30,23,5,83,
/marketplace?colonia=lomas-chapultepec&precio_max=20000000&recamaras_min=3,Departamentos 3 recámaras en Lomas de Chapultepec hasta $20M,lomas-chapultepec,,3,20000000,,1,25,30,23,5,83,
/marketplace?colonia=lomas-chapultepec&precio_max=30000000&recamaras_min=3,Departamentos 3 recámaras en Lomas de Chapultepec hasta $30M,lomas-chapultepec,,3,30000000,,1,25,30,23,5,83,
/marketplace?colonia=pedregal&precio_max=15000000&recamaras_min=3,Departamentos 3 recámaras en Jardines del Pedregal hasta $15M,pedregal,,3,15000000,,1,25,30,23,5,83,
/marketplace?colonia=pedregal&precio_max=20000000&recamaras_min=3,Departamentos 3 recámaras en Jardines del Pedregal hasta $20M,pedregal,,3,20000000,,1,25,30,23,5,83,
/marketplace?colonia=pedregal&precio_max=30000000&recamaras_min=3,Departamentos 3 recámaras en Jardines del Pedregal hasta $30M,pedregal,,3,30000000,,1,25,30,23,5,83,
/marketplace?colonia=polanco&precio_max=8000000&recamaras_min=3&tipo=depto,Departamentos 3 recámaras en Polanco hasta $8M,polanco,depto,3,8000000,,1,25,30,23,5,83,
/marketplace?colonia=polanco&precio_max=12000000&recamaras_min=3&tipo=depto,Departamentos 3 recámaras en Polanco hasta $12M,polanco,depto,3,12000000,,1,25,30,23,5,83,
/marketplace?colonia=polanco&precio_max=15000000&recamaras_min=3&tipo=depto,Departamentos 3 recámaras en Polanco hasta $15M,polanco,depto,3,15000000,,1,25,30,23,5,83,
/marketplace?colonia=polanco&precio_max=20000000&recamaras_min=3&tipo=depto,Departamentos 3 recámaras en Polanco hasta $20M,polanco,depto,3,20000000,,1,25,30,23,5,83,
/marketplace?colonia=polanco&precio_max=30000000&recamaras_min=3&tipo=depto,Departamentos 3 recámaras en Polanco hasta $30M,polanco,depto,3,30000000,,1,25,30,23,5,83,
/marketplace?colonia=lomas-chapultepec&precio_max=12000000&recamaras_min=3&tipo=depto,Departamentos 3 recámaras en Lomas de Chapultepec hasta $12M,lomas-chapultepec,depto,3,12000000,,1,25,30,23,5,83,
/marketplace?colonia=lomas-chapultepec&precio_max=15000000&recamaras_min=3&tipo=depto,Departamentos 3 recámaras en Lomas de Chapultepec hasta $15M,lomas-chapultepec,depto,3,15000000,,1,25,30,23,5,83,
/marketplace?colonia=lomas-chapultepec&precio_max=20000000&recamaras_min=3&tipo=depto,Departamentos 3 recámaras en Lomas de Chapultepec hasta $20M,lomas-chapultepec,depto,3,20000000,,1,25,30,23,5,83,
/marketplace?colonia=lomas-chapultepec&precio_max=30000000&recamaras_min=3&tipo=depto,Departamentos 3 recámaras en Lomas de Chapultepec hasta $30M,lomas-chapultepec,depto,3,30000000,,1,25,30,23,5,83,
/marketplace?colonia=lomas-chapultepec&precio_max=12000000&recamaras_min=3&tipo=casa,Casas 3 recámaras en Lomas de Chapultepec hasta $12M,lomas-chapultepec,casa,3,12000000,,1,25,30,23,5,83,
/marketplace?colonia=lomas-chapultepec&precio_max=15000000&recamaras_min=3&tipo=casa,Casas 3 recámaras en Lomas de Chapultepec hasta $15M,lomas-chapultepec,casa,3,15000000,,1,25,30,23,5,83,
/marketplace?colonia=lomas-chapultepec&precio_max=20000000&recamaras_min=3&tipo=casa,Casas 3 recámaras en Lomas de Chapultepec hasta $20M,lomas-chapultepec,casa,3,20000000,,1,25,30,23,5,83,
/marketplace?colonia=lomas-chapultepec&precio_max=30000000&recamaras_min=3&tipo=casa,Casas 3 recámaras en Lomas de Chapultepec hasta $30M,lomas-chapultepec,casa,3,30000000,,1,25,30,23,5,83,
/marketplace?colonia=pedregal&precio_max=15000000&recamaras_min=3&tipo=depto,Departamentos 3 recámaras en Jardines del Pedregal hasta $15M,pedregal,depto,3,15000000,,1,25,30,23,5,83,
/marketplace?colonia=pedregal&precio_max=20000000&recamaras_min=3&tipo=depto,Departamentos 3 recámaras en Jardines del Pedregal hasta $20M,pedregal,depto,3,20000000,,1,25,30,23,5,83,
/marketplace?colonia=pedregal&precio_max=30000000&recamaras_min=3&tipo=depto,Departamentos 3 recámaras en Jardines del Pedregal hasta $30M,pedregal,depto,3,30000000,,1,25,30,23,5,83,
/marketplace?colonia=pedregal&precio_max=15000000&recamaras_min=3&tipo=casa,Casas 3 recámaras en Jardines del Pedregal hasta $15M,pedregal,casa,3,15000000,,1,25,30,23,5,83,
/marketplace?colonia=pedregal&precio_max=20000000&recamaras_min=3&tipo=casa,Casas 3 recámaras en Jardines del Pedregal hasta $20M,pedregal,casa,3,20000000,,1,25,30,23,5,83,
/marketplace?colonia=pedregal&precio_max=30000000&recamaras_min=3&tipo=casa,Casas 3 recámaras en Jardines del Pedregal hasta $30M,pedregal,casa,3,30000000,,1,25,30,23,5,83,
/marketplace?colonia=roma-norte&recamaras_min=4&stage=preventa,Departamentos 4 recámaras en Roma Norte preventa,roma-norte,,4,,preventa,2,25,28,15,15,83,
/marketplace?colonia=condesa&recamaras_min=4&stage=preventa,Departamentos 4 recámaras en Condesa preventa,condesa,,4,,preventa,2,25,28,15,15,83,
/marketplace?colonia=coyoacan-centro&recamaras_min=4&stage=preventa,Departamentos 4 recámaras en Coyoacán Centro preventa,coyoacan-centro,,4,,preventa,2,25,28,15,15,83,
/marketplace?colonia=santa-fe&recamaras_min=4&stage=preventa,Departamentos 4 recámaras en Santa Fe preventa,santa-fe,,4,,preventa,2,25,28,15,15,83,
/marketplace?colonia=napoles&recamaras_min=4&stage=preventa,Departamentos 4 recámaras en Nápoles preventa,napoles,,4,,preventa,2,25,28,15,15,83,
/marketplace?colonia=juarez&recamaras_min=2&stage=preventa,Departamentos 2 recámaras en Juárez preventa,juarez,,2,,preventa,3,25,28,15,15,83,
/marketplace?colonia=cuauhtemoc&recamaras_min=2&stage=preventa,Departamentos 2 recámaras en Cuauhtémoc preventa,cuauhtemoc,,2,,preventa,3,25,28,15,15,83,
/marketplace?colonia=del-valle-centro&recamaras_min=2&stage=preventa,Departamentos 2 recámaras en Del Valle Centro preventa,del-valle-centro,,2,,preventa,3,25,28,15,15,83,
/marketplace?colonia=narvarte&recamaras_min=2&stage=preventa,Departamentos 2 recámaras en Narvarte Poniente preventa,narvarte,,2,,preventa,3,25,28,15,15,83,
/marketplace?colonia=escandon&recamaras_min=2&stage=preventa,Departamentos 2 recámaras en Escandón preventa,escandon,,2,,preventa,3,25,28,15,15,83,
/marketplace?colonia=anzures&recamaras_min=2&stage=preventa,Departamentos 2 recámaras en Anzures preventa,anzures,,2,,preventa,3,25,28,15,15,83,
/marketplace?colonia=roma-sur&recamaras_min=2&stage=preventa,Departamentos 2 recámaras en Roma Sur preventa,roma-sur,,2,,preventa,3,25,28,15,15,83,
/marketplace?colonia=polanco&stage=preventa,Departamentos en Polanco preventa,polanco,,,,preventa,1,25,20,22,15,82,
/marketplace?colonia=lomas-chapultepec&stage=preventa,Departamentos en Lomas de Chapultepec preventa,lomas-chapultepec,,,,preventa,1,25,20,22,15,82,
/marketplace?colonia=pedregal&stage=preventa,Departamentos en Jardines del Pedregal preventa,pedregal,,,,preventa,1,25,20,22,15,82,
/marketplace?colonia=polanco&recamaras_min=3&stage=entrega_inmediata,Departamentos 3 recámaras en Polanco entrega inmediata,polanco,,3,,entrega_inmediata,1,25,26,23,8,82,
/marketplace?colonia=lomas-chapultepec&recamaras_min=3&stage=entrega_inmediata,Departamentos 3 recámaras en Lomas de Chapultepec entrega inmediata,lomas-chapultepec,,3,,entrega_inmediata,1,25,26,23,8,82,
/marketplace?colonia=pedregal&recamaras_min=3&stage=entrega_inmediata,Departamentos 3 recámaras en Jardines del Pedregal entrega inmediata,pedregal,,3,,entrega_inmediata,1,25,26,23,8,82,
/marketplace?colonia=roma-norte&precio_max=3000000&recamaras_min=2,Departamentos 2 recámaras en Roma Norte hasta $3M,roma-norte,,2,3000000,,2,25,30,21,5,81,
/marketplace?colonia=roma-norte&precio_max=5000000&recamaras_min=2,Departamentos 2 recámaras en Roma Norte hasta $5M,roma-norte,,2,5000000,,2,25,30,21,5,81,
/marketplace?colonia=roma-norte&precio_max=8000000&recamaras_min=2,Departamentos 2 recámaras en Roma Norte hasta $8M,roma-norte,,2,8000000,,2,25,30,21,5,81,
/marketplace?colonia=roma-norte&precio_max=12000000&recamaras_min=2,Departamentos 2 recámaras en Roma Norte hasta $12M,roma-norte,,2,12000000,,2,25,30,21,5,81,
/marketplace?colonia=roma-norte&precio_max=15000000&recamaras_min=2,Departamentos 2 recámaras en Roma Norte hasta $15M,roma-norte,,2,15000000,,2,25,30,21,5,81,
/marketplace?colonia=roma-norte&precio_max=20000000&recamaras_min=2,Departamentos 2 recámaras en Roma Norte hasta $20M,roma-norte,,2,20000000,,2,25,30,21,5,81,
/marketplace?colonia=roma-norte&precio_max=30000000&recamaras_min=2,Departamentos 2 recámaras en Roma Norte hasta $30M,roma-norte,,2,30000000,,2,25,30,21,5,81,
/marketplace?colonia=condesa&precio_max=5000000&recamaras_min=2,Departamentos 2 recámaras en Condesa hasta $5M,condesa,,2,5000000,,2,25,30,21,5,81,
/marketplace?colonia=condesa&precio_max=8000000&recamaras_min=2,Departamentos 2 recámaras en Condesa hasta $8M,condesa,,2,8000000,,2,25,30,21,5,81,
/marketplace?colonia=condesa&precio_max=12000000&recamaras_min=2,Departamentos 2 recámaras en Condesa hasta $12M,condesa,,2,12000000,,2,25,30,21,5,81,
/marketplace?colonia=condesa&precio_max=15000000&recamaras_min=2,Departamentos 2 recámaras en Condesa hasta $15M,condesa,,2,15000000,,2,25,30,21,5,81,
/marketplace?colonia=condesa&precio_max=20000000&recamaras_min=2,Departamentos 2 recámaras en Condesa hasta $20M,condesa,,2,20000000,,2,25,30,21,5,81,
/marketplace?colonia=condesa&precio_max=30000000&recamaras_min=2,Departamentos 2 recámaras en Condesa hasta $30M,condesa,,2,30000000,,2,25,30,21,5,81,
/marketplace?colonia=coyoacan-centro&precio_max=3000000&recamaras_min=2,Departamentos 2 recámaras en Coyoacán Centro hasta $3M,coyoacan-centro,,2,3000000,,2,25,30,21,5,81,
/marketplace?colonia=coyoacan-centro&precio_max=5000000&recamaras_min=2,Departamentos 2 recámaras en Coyoacán Centro hasta $5M,coyoacan-centro,,2,5000000,,2,25,30,21,5,81,
/marketplace?colonia=coyoacan-centro&precio_max=8000000&recamaras_min=2,Departamentos 2 recámaras en Coyoacán Centro hasta $8M,coyoacan-centro,,2,8000000,,2,25,30,21,5,81,
/marketplace?colonia=coyoacan-centro&precio_max=12000000&recamaras_min=2,Departamentos 2 recámaras en Coyoacán Centro hasta $12M,coyoacan-centro,,2,12000000,,2,25,30,21,5,81,
/marketplace?colonia=coyoacan-centro&precio_max=15000000&recamaras_min=2,Departamentos 2 recámaras en Coyoacán Centro hasta $15M,coyoacan-centro,,2,15000000,,2,25,30,21,5,81,
/marketplace?colonia=coyoacan-centro&precio_max=20000000&recamaras_min=2,Departamentos 2 recámaras en Coyoacán Centro hasta $20M,coyoacan-centro,,2,20000000,,2,25,30,21,5,81,
/marketplace?colonia=coyoacan-centro&precio_max=30000000&recamaras_min=2,Departamentos 2 recámaras en Coyoacán Centro hasta $30M,coyoacan-centro,,2,30000000,,2,25,30,21,5,81,
/marketplace?colonia=santa-fe&precio_max=5000000&recamaras_min=2,Departamentos 2 recámaras en Santa Fe hasta $5M,santa-fe,,2,5000000,,2,25,30,21,5,81,
/marketplace?colonia=santa-fe&precio_max=8000000&recamaras_min=2,Departamentos 2 recámaras en Santa Fe hasta $8M,santa-fe,,2,8000000,,2,25,30,21,5,81,
/marketplace?colonia=santa-fe&precio_max=12000000&recamaras_min=2,Departamentos 2 recámaras en Santa Fe hasta $12M,santa-fe,,2,12000000,,2,25,30,21,5,81,
/marketplace?colonia=santa-fe&precio_max=15000000&recamaras_min=2,Departamentos 2 recámaras en Santa Fe hasta $15M,santa-fe,,2,15000000,,2,25,30,21,5,81,
/marketplace?colonia=santa-fe&precio_max=20000000&recamaras_min=2,Departamentos 2 recámaras en Santa Fe hasta $20M,santa-fe,,2,20000000,,2,25,30,21,5,81,
/marketplace?colonia=santa-fe&precio_max=30000000&recamaras_min=2,Departamentos 2 recámaras en Santa Fe hasta $30M,santa-fe,,2,30000000,,2,25,30,21,5,81,
/marketplace?colonia=napoles&precio_max=3000000&recamaras_min=2,Departamentos 2 recámaras en Nápoles hasta $3M,napoles,,2,3000000,,2,25,30,21,5,81,
/marketplace?colonia=napoles&precio_max=5000000&recamaras_min=2,Departamentos 2 recámaras en Nápoles hasta $5M,napoles,,2,5000000,,2,25,30,21,5,81,
/marketplace?colonia=napoles&precio_max=8000000&recamaras_min=2,Departamentos 2 recámaras en Nápoles hasta $8M,napoles,,2,8000000,,2,25,30,21,5,81,
/marketplace?colonia=napoles&precio_max=12000000&recamaras_min=2,Departamentos 2 recámaras en Nápoles hasta $12M,napoles,,2,12000000,,2,25,30,21,5,81,
/marketplace?colonia=napoles&precio_max=15000000&recamaras_min=2,Departamentos 2 recámaras en Nápoles hasta $15M,napoles,,2,15000000,,2,25,30,21,5,81,
/marketplace?colonia=napoles&precio_max=20000000&recamaras_min=2,Departamentos 2 recámaras en Nápoles hasta $20M,napoles,,2,20000000,,2,25,30,21,5,81,
/marketplace?colonia=roma-norte&precio_max=3000000&recamaras_min=2&tipo=depto,Departamentos 2 recámaras en Roma Norte hasta $3M,roma-norte,depto,2,3000000,,2,25,30,21,5,81,
/marketplace?colonia=roma-norte&precio_max=5000000&recamaras_min=2&tipo=depto,Departamentos 2 recámaras en Roma Norte hasta $5M,roma-norte,depto,2,5000000,,2,25,30,21,5,81,
/marketplace?colonia=roma-norte&precio_max=8000000&recamaras_min=2&tipo=depto,Departamentos 2 recámaras en Roma Norte hasta $8M,roma-norte,depto,2,8000000,,2,25,30,21,5,81,
/marketplace?colonia=roma-norte&precio_max=12000000&recamaras_min=2&tipo=depto,Departamentos 2 recámaras en Roma Norte hasta $12M,roma-norte,depto,2,12000000,,2,25,30,21,5,81,
/marketplace?colonia=roma-norte&precio_max=15000000&recamaras_min=2&tipo=depto,Departamentos 2 recámaras en Roma Norte hasta $15M,roma-norte,depto,2,15000000,,2,25,30,21,5,81,
/marketplace?colonia=roma-norte&precio_max=20000000&recamaras_min=2&tipo=depto,Departamentos 2 recámaras en Roma Norte hasta $20M,roma-norte,depto,2,20000000,,2,25,30,21,5,81,
/marketplace?colonia=roma-norte&precio_max=30000000&recamaras_min=2&tipo=depto,Departamentos 2 recámaras en Roma Norte hasta $30M,roma-norte,depto,2,30000000,,2,25,30,21,5,81,
/marketplace?colonia=roma-norte&precio_max=3000000&recamaras_min=2&tipo=loft,Lofts 2 recámaras en Roma Norte hasta $3M,roma-norte,loft,2,3000000,,2,25,30,21,5,81,
/marketplace?colonia=roma-norte&precio_max=5000000&recamaras_min=2&tipo=loft,Lofts 2 recámaras en Roma Norte hasta $5M,roma-norte,loft,2,5000000,,2,25,30,21,5,81,
/marketplace?colonia=roma-norte&precio_max=8000000&recamaras_min=2&tipo=loft,Lofts 2 recámaras en Roma Norte hasta $8M,roma-norte,loft,2,8000000,,2,25,30,21,5,81,
/marketplace?colonia=roma-norte&precio_max=12000000&recamaras_min=2&tipo=loft,Lofts 2 recámaras en Roma Norte hasta $12M,roma-norte,loft,2,12000000,,2,25,30,21,5,81,
/marketplace?colonia=roma-norte&precio_max=15000000&recamaras_min=2&tipo=loft,Lofts 2 recámaras en Roma Norte hasta $15M,roma-norte,loft,2,15000000,,2,25,30,21,5,81,
/marketplace?colonia=roma-norte&precio_max=20000000&recamaras_min=2&tipo=loft,Lofts 2 recámaras en Roma Norte hasta $20M,roma-norte,loft,2,20000000,,2,25,30,21,5,81,
/marketplace?colonia=roma-norte&precio_max=30000000&recamaras_min=2&tipo=loft,Lofts 2 recámaras en Roma Norte hasta $30M,roma-norte,loft,2,30000000,,2,25,30,21,5,81,
